Name,Ward No,Block Number,North,East,South,West
Vinay Kumar Shah,2,15,Starting from the Chauhan Niwas moving along the kacha path covering archit niwas patiyal niwas again moving upward along the stairs covering trinity house omg kunj again moving along the pacca path covering sun shine building upto sharet niwas,From this point i.e. the Sharet niwas moving upward along the Stairs covering the H/O kashyap building Chauhan cottage Ramsaran cottage Thakur apartment upto the Soma niwas,From this point i.e. the Soma niwas moving downward along the Stairs covering the H/O Bansal niwas krishana cottage Khushal cottage upto the pagga niwas,From this point i.e. the Pagga niwas moving along the kacha path upto the Chauhan niwas
Vinay Kumar Shah,3,31,Starting from the deewan house move along the pucca road covering the H/O pine dale soods Gopal kutir Morning view upto Green wood building,From this point i.e the green wood building move along the pucca road covering the H/O Baryam cottage khalsha cottage upto nirmal kutir,From this point i.e. the nirmal kutir move upward along the pucca road covering the H/O Santosh thakur kailash view shivalik cottage upto Dhunichand building,From this point i.e. the Dhunichand building move along the pucca road covering the H/O Bhajee house harbat villa brother villa waxllow building upto the starting point I. E. Dewan House.
Vinay Kumar Shah,2,1,Starting from the Dhyan singh building moving upward along the stairs covering the mahila mandal building Rajeev thakur under construction building upto the Royal house,From this point i.e. the Royal house moving along path covering the H/O Mehta niwas Bhawani kunj Deepak Lodge upto the Pushap kunj,From this point i.e. the Pushap kunj moving downward along the stairs covering the H/O Panta niwas Matiyan niwas Maheshwardut building upto the Thakur niwas,From this point i.e. the Thakur niwas moving along the pucca road covering the H/O Jai thakur building Thakur lodge Bhagatram building upto the Starting point Dhyan singh building
Vinay Kumar Shah,2,37,Starting from the Dizeal Power House moving northward along the Pucca Path covering the HPSE Quatar MC Quatar Upto the HPSEB Sub Station,From this point i.e. the HPSEB Sub Station moving eastward covering the HP Khadi Asram Green Field Building Khadi Asram Quatar upto the Cart road near HP khadi Asram Green Field Building,From this point i.e. the Cart road near HP Khadi Asram Green field building moving southward along cart road covering the Green Field Naxxe building Hotel Green Land Verma Trading Company upto the HPSEB Power House,From this point i.e. the HPSEB Power House moving along the Ward boundary of the Ward no 2 upto the Starting point Of the Dizeal power House
Vinay Kumar Shah,2,10,Starting from the Dustbin dumping nalla moving along the cart road upto the Nallah below P and T Colony,From this point i.e. the Nallah below P and T Colony moving along the cpwd Irn Barketing upto the P and T Colony Hajjian block,From this point i.e. the P and T Colony Hajjian block moving along the P and T Quatar Colony Pucca Path Covering the Fair Price Shop Gpo Quatar A Co -Oprative Bank Building Lic Building Upto the Scandal Point near ICICI Bank Building.,From this point i.e. the Scandal Point near ICICI bank building moving along the Mall Road Covering the BSNL Office ST Marks Justice Deepak Gupta House Upto SBI Main Branch again further moving along SBI Main Branch to Cpwd Grand Hotel Quarter Road Covering the Kali bari mandir Grand Hotel (Exclud all Cpwd Quatar) upto the Dustbin Dumping nalla Cart road
Vinay Kumar Shah,2,21,Starting from the five house line mc quatar moving along stairs upto the Chalbuti Park,From this point i.e. the Chalbuti Park moving along kacha path again further moving along pucca path covering the H/O Dream Cottage Yashika Bhawan Gupta Niwas Balsan House Amar Villa upto the Hotel Ashirwaad,From this point i.e. the Hotel Ashirwaad moving along pucca road covering building under construction hotel okland upto the sbi building again further moving along the cart road covering the rain basera mc building krisana lodge hotel oaksland hotel dhruv upto the Junction point of the cart road to sankali road,From this point i.e. the Junction point of the cart road to sankali road moving downward along the sankali road covering the H/O Winstay lodge Govindgarh House Banso devi upto the Starting point of the five house line mc quatar
Vinay Kumar Shah,2,35,Starting from the five house line nalla moving along the lakkar bazar to sankali road covering the H/O Rames Kumar Rajes Kumar Sangari Cottage Ram kutir Jasta niwas Guard hurt HPSEB Quatar shiv mandir upto the Shankali nalla,From this point i.e. the Shankali nalla moving along the Shankali nalla upto the water bowari (Exclud) again further moving along the stairs covering the H/O New verma apartment Kothi wakil khana karm niwas bhaskar cottage again further moving along the Pucca road upto the Shyamlal building,From this point i.e. the Shyamlal building moving along the Pucca path covering the Kumar house (Helios coaching) Martingale Balson House Kamal Niwas kotgarh house upto the Swami Sadan,From this point i.e. the Swami Sadan moving downward along the kacha path covering the Chapalbuti park again further moving along the five house line nalla upto the Lakkar bazar to shankali road
Vinay Kumar Shah,1,16,Starting from the Forest house moving along the kacha path up to the Lakshmi narayan mandir again moving upward along the metal road covering the Dhandhi devta mandir new building pnb building laureate public school campus rajkiya aruybedic dispensary bharari upto Government Hogh School Bharari.,From this point i.e. the Govt high school bharari moving along metal road covering the Trident house Hotel bharari regency building under construction upto the Dilshant estate campus excluded block D,From this point i.e. the Dilshant estate campus (excluding block D) moving along the metal road upto the Calridges residency,From this point i.e. the Calridges residency moving upward along the Stairs covering the Dev niwas vikram home upto the Forest House.
Vinay Kumar Shah,3,12,Starting from the goel cottage near nalla move along the pucca road covering the H/O Thapa villa C P W D Qutar FIR Clump upto the Block No 6 Type 3,From this point i.e. the Block No 6 Type 3 move along the pucca road covering the car parking upto the road junction,From this point i.e. the road junction move along the pucca road near the Shimla district police line barrack mukat sudhar grih upto the police Qutar type 1,From this point i.e. the police Qutar type 1 move along the pucca road covering the police Qutar block no 6 type 1 upto the starting point I. e goel cottage near nalla
Vinay Kumar Shah,1,7,Starting from the Green gate out Quatar moving upward along the Pucca road covering the HPSEB House upto the Rain shelter,From this point i.e. the Rain shelter moving along the Pucca road upto the Indra Gandhi tribal girls hostel RKMV.,From this point i.e. the Indra Gandhi tribal girls hostel RKMV moving along Pucca road upto the Sainik vishram grih.,From this point i.e. the Sainik vishram grih moving along the Pucca road upto the Green gate out Quatar
Vinay Kumar Shah,3,38,Starting from the harbhajan cottage move eastward along the pucca road covering the H/O navrattan cottage anwar manzil bansal niwas upto naryan kunj,From this point i.e. the Narayan kunj move downward along the kacha path upto Ekant niwas,From this point i.e. the Ekant niwas move upward along the pucca road covering h p state government quarter upto Royal Oak Apartments,From this point i.e. the Royal Oak Apartments move westward along the pucca road covering the H/O Mahaveer Hotel Atma Annexe cottage Atma cottage kalyan niwas Gupta house upto starting point I.e harbhajan cottage
Vinay Kumar Shah,2,34,Starting from the Hastir Cottage moving covering the H/O Sita bhawan Santi niwas upto the Ram Parwati niwas,From this point i.e. the Ram Parwati niwas moving along the pucca road covering the H/O Ganga bhawan Man house upto the Hotel Kapil,From this point i.e. the Hotel Kapil moving along the bharari to lakkar bazar road covering the H/O Manjeet cottage Crystal lodge Hotel Grace J S Cottage Chislehurst Army Quatar upto the Junction point of Shankali road near Ellisum villa,"From this point i.e. the Junction point of Shankali road near Ellisum villa moving along Shankali road covering the H/O Chislehurst servant quatar Ellisum villa old building, the Water bawari Shankali upto Hastir cottage."
